time_ms,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
551940,66.17,66.22,66.24,66.20,66.20,66.26
553012,66.20,66.20,66.23,66.22,66.23,66.23
554083,66.20,66.23,66.24,66.22,66.22,66.22
555155,66.20,66.24,66.19,66.22,66.22,66.20
556226,66.20,66.19,66.20,66.23,66.17,66.22
557298,66.23,66.20,66.23,66.22,66.22,66.17
558370,66.20,66.22,66.22,66.23,66.23,66.26
559441,66.23,66.23,66.22,66.24,66.22,66.23
560514,66.14,66.17,66.17,66.16,66.17,66.17
561585,66.19,66.16,66.22,66.16,66.17,66.16
562657,66.17,66.19,66.14,66.19,66.20,66.19
563729,66.20,66.16,66.19,66.16,66.22,66.22
564800,66.17,66.22,66.22,66.26,66.22,66.23
565872,66.14,66.16,66.17,66.16,66.20,66.17
566944,66.16,66.19,66.19,66.23,66.20,66.20
568015,66.17,66.22,66.16,66.13,66.22,66.20
569088,66.17,66.17,66.16,66.17,66.22,66.16
570159,66.16,66.16,66.14,66.17,66.22,66.16
571231,66.14,66.19,66.16,66.16,66.20,66.23
572303,66.14,66.17,66.19,66.17,66.14,66.19
573374,66.19,66.17,66.14,66.20,66.16,66.17
574446,66.17,66.17,66.20,66.17,66.19,66.20
575518,66.16,66.19,66.17,66.20,66.16,66.22
576589,66.22,66.20,66.20,66.19,66.20,66.17
577661,66.20,66.19,66.19,66.19,66.20,66.14
578733,66.16,66.16,66.16,66.20,66.20,66.19
579805,66.16,66.19,66.20,66.19,66.20,66.17
580877,66.17,66.20,66.17,66.17,66.22,66.20
581948,66.17,66.20,66.16,66.20,66.22,66.20
583020,66.14,66.19,66.17,66.20,66.20,66.22
584092,66.13,66.20,66.19,66.19,66.19,66.20
585163,66.19,66.14,66.19,66.20,66.19,66.19
586235,66.17,66.22,66.17,66.16,66.20,66.26
587307,66.17,66.17,66.16,66.14,66.22,66.22
588379,66.16,66.19,66.16,66.17,66.20,66.20
589451,66.16,66.22,66.20,66.22,66.22,66.17
590522,66.20,66.17,66.20,66.22,66.19,66.19
591594,66.19,66.19,66.19,66.20,66.19,66.22
592666,66.20,66.19,66.19,66.17,66.23,66.22
593737,66.17,66.17,66.17,66.14,66.22,66.14
594809,66.20,66.16,66.22,66.17,66.20,66.17
595880,66.19,66.20,66.17,66.22,66.23,66.19
596953,66.17,66.16,66.19,66.17,66.17,66.17
598025,66.17,66.22,66.19,66.17,66.17,66.24
599096,66.19,66.19,66.19,66.22,66.20,66.17
600168,66.16,66.20,66.19,66.19,66.23,66.20
601240,66.13,66.19,66.14,66.17,66.22,66.17
602311,66.14,66.19,66.19,66.17,66.19,66.19
603383,66.16,66.20,66.14,66.16,66.23,66.22
604454,66.14,66.20,66.19,66.19,66.17,66.20
605527,66.16,66.22,66.17,66.19,66.20,66.16
606599,66.17,66.17,66.17,66.19,66.20,66.17
607670,66.19,66.19,66.20,66.20,66.17,66.19
608742,66.17,66.20,66.19,66.17,66.19,66.19
609814,66.16,66.17,66.16,66.20,66.19,66.16
610885,66.22,66.29,66.20,66.24,66.23,66.26
611957,66.20,66.29,66.26,66.24,66.26,66.20
613028,66.23,66.24,66.24,66.23,66.26,66.23
614100,66.23,66.23,66.26,66.24,66.24,66.26
615173,66.23,66.26,66.24,66.24,66.24,66.26
616244,66.23,66.24,66.27,66.26,66.26,66.27
617316,66.22,66.24,66.24,66.24,66.24,66.26
618387,66.22,66.24,66.26,66.27,66.26,66.24
619459,66.26,66.26,66.27,66.26,66.24,66.26
620531,66.22,66.26,66.24,66.24,66.27,66.26
621602,66.22,66.24,66.24,66.27,66.24,66.27
622674,66.24,66.27,66.26,66.29,66.29,66.24
623747,66.23,66.24,66.27,66.24,66.27,66.24
624818,66.23,66.26,66.27,66.26,66.27,66.27
625890,66.22,66.27,66.27,66.26,66.30,66.27
626961,66.26,66.27,66.29,66.27,66.26,66.26
628033,66.22,66.26,66.29,66.26,66.26,66.29
629105,66.23,66.27,66.27,66.27,66.26,66.27
630176,66.23,66.26,66.27,66.27,66.24,66.29
631248,66.26,66.27,66.26,66.23,66.27,66.26
632320,66.24,66.27,66.29,66.26,66.24,66.27
633392,66.26,66.26,66.27,66.27,66.27,66.26
634464,66.26,66.26,66.24,66.24,66.27,66.27
635535,66.24,66.27,66.27,66.26,66.26,66.23
636607,66.29,66.26,66.24,66.27,66.29,66.26
637679,66.27,66.30,66.24,66.27,66.29,66.24
638750,66.24,66.26,66.26,66.26,66.26,66.26
639822,66.22,66.26,66.23,66.26,66.26,66.27
640893,66.22,66.26,66.24,66.23,66.27,66.26
641966,66.23,66.24,66.26,66.23,66.26,66.24
643038,66.22,66.29,66.27,66.24,66.26,66.24
644109,66.22,66.27,66.24,66.26,66.27,66.27
645181,66.22,66.26,66.23,66.26,66.27,66.22
646252,66.29,66.24,66.26,66.24,66.29,66.27
647324,66.20,66.29,66.30,66.23,66.24,66.22
648396,66.20,66.26,66.27,66.24,66.26,66.26
649467,66.24,66.26,66.26,66.26,66.26,66.26
650540,66.26,66.26,66.26,66.24,66.24,66.24
651612,66.27,66.24,66.30,66.22,66.24,66.26
652683,66.22,66.27,66.26,66.26,66.24,66.26
653755,66.24,66.23,66.27,66.26,66.24,66.27
654826,66.22,66.27,66.26,66.24,66.27,66.24
655898,66.23,66.26,66.26,66.24,66.24,66.24
656970,66.23,66.27,66.27,66.24,66.26,66.27
658041,66.19,66.22,66.27,66.24,66.24,66.24
659113,66.20,66.24,66.26,66.24,66.26,66.26
660185,66.23,66.24,66.26,66.26,66.26,66.22
661257,66.22,66.27,66.24,66.24,66.29,66.27
662329,66.22,66.26,66.24,66.24,66.24,66.27
663400,66.20,66.26,66.26,66.27,66.26,66.27
664472,66.23,66.24,66.26,66.26,66.23,66.26
665544,66.23,66.26,66.26,66.27,66.24,66.24
666615,66.23,66.26,66.26,66.24,66.24,66.26
667687,66.22,66.24,66.23,66.22,66.26,66.24
668759,66.23,66.26,66.29,66.23,66.24,66.26
669831,66.17,66.26,66.26,66.27,66.26,66.26
670903,66.23,66.26,66.26,66.24,66.26,66.24
671974,66.20,66.24,66.26,66.24,66.26,66.27
673046,66.26,66.26,66.27,66.23,66.26,66.26
674117,66.20,66.23,66.24,66.27,66.27,66.24
675189,66.22,66.27,66.24,66.26,66.26,66.27
676261,66.22,66.26,66.24,66.27,66.26,66.24
677332,66.24,66.24,66.24,66.26,66.27,66.26
678405,66.20,66.26,66.27,66.27,66.29,66.24
679477,66.23,66.24,66.27,66.26,66.24,66.24
680548,66.23,66.24,66.24,66.29,66.24,66.23
681620,66.22,66.24,66.27,66.27,66.23,66.27
682691,66.24,66.29,66.24,66.26,66.26,66.24
683763,66.23,66.26,66.26,66.26,66.24,66.29
684835,66.14,66.20,66.19,66.19,66.17,66.23
685906,66.17,66.16,66.14,66.20,66.20,66.20
686979,66.17,66.19,66.19,66.20,66.20,66.22
688051,66.17,66.16,66.22,66.20,66.23,66.19
689122,66.17,66.17,66.17,66.17,66.19,66.17
690194,66.17,66.22,66.19,66.22,66.20,66.22
691265,66.13,66.19,66.19,66.19,66.23,66.17
692337,66.16,66.23,66.22,66.17,66.19,66.16
693409,66.17,66.23,66.19,66.24,66.17,66.20
694480,66.19,66.16,66.16,66.19,66.23,66.14
695553,66.19,66.16,66.19,66.14,66.19,66.20
696625,66.20,66.19,66.19,66.19,66.20,66.19
697696,66.13,66.20,66.19,66.17,66.22,66.17
698768,66.17,66.17,66.19,66.19,66.19,66.20
699839,66.17,66.22,66.20,66.20,66.19,66.22
700911,66.16,66.17,66.17,66.16,66.20,66.19
701983,66.14,66.17,66.14,66.17,66.19,66.23
703054,66.13,66.20,66.22,66.20,66.20,66.22
704126,66.08,66.20,66.19,66.19,66.19,66.17
705199,66.14,66.20,66.17,66.17,66.17,66.20
706270,66.16,66.14,66.19,66.20,66.19,66.19
707342,66.19,66.19,66.16,66.14,66.16,66.17
708413,66.13,66.20,66.17,66.19,66.19,66.16
709485,66.16,66.17,66.19,66.22,66.16,66.19
710557,66.17,66.16,66.19,66.17,66.14,66.16
711628,66.19,66.19,66.19,66.20,66.22,66.19
712700,66.19,66.17,66.20,66.20,66.17,66.16
713773,66.17,66.20,66.14,66.13,66.20,66.19
714844,66.11,66.14,66.17,66.16,66.19,66.19
715916,66.13,66.19,66.22,66.17,66.16,66.17
716987,66.17,66.20,66.14,66.17,66.19,66.19
718059,66.16,66.16,66.17,66.16,66.19,66.19
719131,66.19,66.19,66.19,66.16,66.16,66.17
720202,66.16,66.16,66.16,66.16,66.14,66.17
721274,66.13,66.14,66.17,66.16,66.19,66.19
722347,66.14,66.16,66.20,66.16,66.19,66.20
723418,66.17,66.17,66.16,66.20,66.22,66.20
724490,66.16,66.16,66.22,66.20,66.24,66.19
725561,66.16,66.17,66.19,66.17,66.17,66.17
726633,66.17,66.16,66.17,66.14,66.17,66.23
727705,66.20,66.20,66.19,66.20,66.14,66.17
728776,66.16,66.16,66.14,66.22,66.20,66.19
729848,66.19,66.20,66.17,66.22,66.20,66.19
730920,66.17,66.19,66.17,66.20,66.22,66.19
731992,66.16,66.23,66.17,66.17,66.20,66.16
733064,66.17,66.19,66.19,66.20,66.17,66.23
734135,66.17,66.20,66.19,66.19,66.16,66.19
735207,66.16,66.22,66.22,66.16,66.19,66.19
736279,66.17,66.14,66.14,66.14,66.16,66.20
737350,66.16,66.22,66.19,66.17,66.19,66.20
738422,66.17,66.20,66.16,66.16,66.19,66.17
739494,66.14,66.17,66.20,66.17,66.23,66.16
740566,66.14,66.17,66.17,66.16,66.22,66.19
741638,66.17,66.20,66.17,66.17,66.20,66.22
742709,66.14,66.16,66.19,66.17,66.19,66.20
743781,66.16,66.19,66.22,66.20,66.19,66.17
744853,66.17,66.17,66.16,66.14,66.22,66.17
745924,66.16,66.20,66.17,66.24,66.20,66.19
746996,66.19,66.16,66.20,66.19,66.20,66.20
748067,66.20,66.22,66.20,66.19,66.22,66.23
749139,66.17,66.19,66.20,66.20,66.22,66.19
750212,66.16,66.17,66.20,66.16,66.19,66.22
751283,66.14,66.20,66.19,66.23,66.19,66.20
752355,66.17,66.23,66.19,66.17,66.19,66.16
753427,66.17,66.17,66.22,66.17,66.22,66.17
754498,66.19,66.20,66.20,66.22,66.22,66.20
755570,66.20,66.17,66.20,66.20,66.22,66.20
756641,66.20,66.17,66.22,66.23,66.20,66.20
757713,66.20,66.19,66.14,66.20,66.22,66.20
758786,66.20,66.20,66.22,66.23,66.20,66.22
759857,66.20,66.19,66.19,66.20,66.19,66.20
760929,66.20,66.20,66.14,66.17,66.19,66.16
762001,66.19,66.20,66.16,66.20,66.19,66.20
763072,66.20,66.19,66.19,66.17,66.20,66.14
764144,66.20,66.19,66.19,66.20,66.20,66.20
765215,66.17,66.17,66.23,66.20,66.17,66.23
766287,66.19,66.17,66.24,66.23,66.22,66.22
767360,66.17,66.23,66.16,66.19,66.20,66.20
768431,66.16,66.20,66.20,66.20,66.20,66.24
769503,66.17,66.22,66.19,66.19,66.20,66.24
770575,66.24,66.22,66.22,66.19,66.17,66.20
771646,66.20,66.23,66.22,66.20,66.22,66.23
772718,66.24,66.23,66.20,66.17,66.23,66.23
773789,66.26,66.22,66.22,66.22,66.22,66.22
774861,66.17,66.20,66.19,66.23,66.22,66.23
775933,66.19,66.17,66.22,66.24,66.22,66.20
777005,66.20,66.23,66.20,66.19,66.19,66.17
778077,66.19,66.23,66.19,66.19,66.22,66.22
779149,66.17,66.19,66.16,66.22,66.20,66.17
780220,66.16,66.14,66.19,66.17,66.23,66.20
781292,66.16,66.17,66.17,66.17,66.20,66.20
782363,66.13,66.17,66.17,66.20,66.22,66.17
783435,66.19,66.23,66.20,66.16,66.22,66.17
784507,66.17,66.24,66.22,66.19,66.19,66.22
785579,66.19,66.23,66.20,66.19,66.17,66.16
786651,66.17,66.19,66.17,66.22,66.17,66.20
787723,66.17,66.23,66.16,66.17,66.19,66.22
788794,66.17,66.16,66.19,66.17,66.16,66.20
789866,66.20,66.19,66.17,66.16,66.17,66.22
790937,66.13,66.16,66.20,66.19,66.22,66.19
792009,66.16,66.16,66.20,66.23,66.19,66.19
793081,66.17,66.17,66.22,66.20,66.20,66.17
794152,66.16,66.22,66.20,66.23,66.23,66.19
795225,66.19,66.20,66.19,66.17,66.20,66.20
796297,66.17,66.22,66.16,66.16,66.23,66.17
797368,66.17,66.19,66.14,66.16,66.23,66.20
798440,66.17,66.19,66.22,66.17,66.17,66.23
799511,66.17,66.19,66.16,66.19,66.22,66.19
800583,66.17,66.17,66.22,66.19,66.17,66.17
801655,66.19,66.27,66.27,66.23,66.23,66.27
802726,66.23,66.26,66.22,66.23,66.24,66.26
803799,66.23,66.24,66.23,66.23,66.26,66.24
804871,66.20,66.23,66.26,66.24,66.23,66.24
805942,66.23,66.27,66.26,66.26,66.24,66.26
807014,66.22,66.24,66.24,66.23,66.27,66.24
808085,66.20,66.24,66.26,66.24,66.24,66.26
809157,66.22,66.23,66.26,66.24,66.26,66.29
810229,66.24,66.27,66.24,66.24,66.26,66.24
811300,66.19,66.24,66.26,66.27,66.26,66.26
812372,66.22,66.26,66.26,66.29,66.27,66.24
813444,66.24,66.26,66.26,66.26,66.27,66.24
814516,66.22,66.26,66.24,66.22,66.26,66.26
815588,66.22,66.22,66.22,66.24,66.24,66.26
816659,66.27,66.23,66.24,66.27,66.23,66.24
817731,66.23,66.26,66.24,66.24,66.24,66.24
818803,66.19,66.26,66.26,66.23,66.27,66.26
819874,66.20,66.26,66.20,66.26,66.24,66.30
820946,66.20,66.27,66.23,66.26,66.27,66.26
822018,66.22,66.26,66.24,66.24,66.26,66.20
823090,66.20,66.27,66.23,66.26,66.26,66.26
824162,66.22,66.29,66.23,66.26,66.24,66.24
825233,66.19,66.23,66.26,66.23,66.24,66.26
826305,66.22,66.23,66.23,66.27,66.27,66.24
827376,66.29,66.29,66.26,66.27,66.26,66.26
828448,66.24,66.27,66.26,66.26,66.26,66.27
829520,66.20,66.27,66.26,66.27,66.24,66.24
830592,66.20,66.24,66.26,66.24,66.24,66.24
831664,66.23,66.24,66.26,66.26,66.27,66.29
832736,66.23,66.26,66.24,66.30,66.24,66.24
833807,66.23,66.29,66.26,66.26,66.27,66.33
834879,66.19,66.26,66.23,66.24,66.26,66.26
835950,66.22,66.29,66.23,66.26,66.29,66.24
837022,66.24,66.24,66.26,66.23,66.24,66.26
838094,66.22,66.26,66.23,66.24,66.26,66.24
839165,66.23,66.26,66.23,66.26,66.26,66.27
840238,66.23,66.26,66.23,66.26,66.26,66.23
841309,66.23,66.26,66.23,66.24,66.26,66.26
842381,66.20,66.24,66.30,66.27,66.29,66.24
843453,66.23,66.23,66.24,66.22,66.27,66.24
844524,66.19,66.26,66.26,66.26,66.23,66.27
845596,66.23,66.26,66.24,66.24,66.22,66.22
846668,66.19,66.24,66.20,66.24,66.24,66.20
847739,66.22,66.23,66.23,66.19,66.24,66.26
848812,66.19,66.33,66.24,66.26,66.27,66.27
849883,66.20,66.24,66.24,66.24,66.24,66.24
850955,66.23,66.23,66.26,66.26,66.27,66.23
852027,66.24,66.27,66.24,66.29,66.30,66.26
853098,66.24,66.23,66.27,66.26,66.23,66.20
854170,66.20,66.27,66.26,66.27,66.30,66.23
855241,66.26,66.29,66.26,66.27,66.27,66.26
856313,66.22,66.24,66.24,66.24,66.23,66.26
857385,66.27,66.27,66.26,66.29,66.30,66.26
858457,66.14,66.19,66.19,66.17,66.20,66.19
